sample_name	sample_type	cell_source	data_source	pmid	sra_id	encode_id	study_specific_donor_id	donor_sex	cell_type	condition_label	perturbation	lineage	immunophenotype	bio_sample	bio_group	tech_rep	assay	tss_score	peak_count	frip	dedup_aligned_reads	sample_for_ABC_peak_calls
PBdonor3_CD14+_Monocyte_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297462	NA	PBdonor3	female	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+CD16-	PBdonor3_CD14+_Monocyte	CD14+_Monocyte	2	ATAC-Seq	21	122630	0.32	17428570	FALSE
PBdonor4_CD14+_Monocyte_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297463	NA	PBdonor4	female	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+CD16-	PBdonor4_CD14+_Monocyte	CD14+_Monocyte	1	ATAC-Seq	18.7	182987	0.27	17919784	FALSE
PBdonor5_CD14+_Monocyte_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297464	NA	PBdonor5	male	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+CD16-	PBdonor5_CD14+_Monocyte	CD14+_Monocyte	1	ATAC-Seq	26	143770	0.42	21599730	FALSE
PBdonor6_CD14+_Monocyte_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297465	NA	PBdonor6	male	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+CD16-	PBdonor6_CD14+_Monocyte	CD14+_Monocyte	1	ATAC-Seq	26.4	122380	0.43	9719164	TRUE
PBdonor3_CD40L_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297478	NA	PBdonor3	female	pDC	Activated pDC	Activated: CD40L 48hr	DC Lymphoid	CD123+HLA-DR+	PBdonor3_CD40L_activated_pDC	Activated_pDC_CD40L	1	ATAC-Seq	14.4	251104	0.39	12313360	FALSE
PBdonor4_CD40L_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297479	NA	PBdonor4	female	pDC	Activated pDC	Activated: CD40L 48hr	DC Lymphoid	CD123+HLA-DR+	PBdonor4_CD40L_activated_pDC	Activated_pDC_CD40L	1	ATAC-Seq	14.4	222576	0.39	19020312	FALSE
PBdonor6_CD40L_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297480	NA	PBdonor6	male	pDC	Activated pDC	Activated: CD40L 48hr	DC Lymphoid	CD123+HLA-DR+	PBdonor6_CD40L_activated_pDC	Activated_pDC_CD40L	1	ATAC-Seq	15.7	195962	0.39	9847264	TRUE
PBdonor8_CD40L_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297481	NA	PBdonor8	male	pDC	Activated pDC	Activated: CD40L 48hr	DC Lymphoid	CD123+HLA-DR+	PBdonor8_CD40_activated_pDC	Activated_pDC_CD40L	1	ATAC-Seq	13.1	326569	0.57	7234870	FALSE
PBdonor3_IMIQ_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297482	NA	PBdonor3	female	pDC	Activated pDC	Activated: Imiquimod 48hr	DC Lymphoid	CD123+HLA-DR+	PBdonor3_IMIQ_activated_pDC	Activated_pDC_IMIQ	1	ATAC-Seq	14.5	239365	0.43	13212730	FALSE
PBdonor4_IMIQ_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297483	NA	PBdonor4	female	pDC	Activated pDC	Activated: Imiquimod 48hr	DC Lymphoid	CD123+HLA-DR+	PBdonor4_IMIQ_activated_pDC	Activated_pDC_IMIQ	1	ATAC-Seq	14.4	251704	0.46	13269020	FALSE
PBdonor6_IMIQ_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297484	NA	PBdonor6	male	pDC	Activated pDC	Activated: Imiquimod 48hr	DC Lymphoid	CD123+HLA-DR+	PBdonor6_IMIQ_activated_pDC	Activated_pDC_IMIQ	1	ATAC-Seq	17.1	217756	0.48	12722944	TRUE
PBdonor8_IMIQ_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297485	NA	PBdonor8	male	pDC	Activated pDC	Activated: Imiquimod 48hr	DC Lymphoid	CD123+HLA-DR+	PBdonor8_IMIQ_activated_pDC	Activated_pDC_IMIQ	1	ATAC-Seq	15.3	293374	0.42	13171304	FALSE
PB1006_mDC_RepA	FACS isolated primary cell	Peripheral blood mononuclear cells	Corces_2018_Science	30361341	SRR7866359	NA	PB1006	female	mDC	mDC	Unperturbed	DC Myeloid	CD11c+HLA-DR+	PB1006_mDC	mDC	A	ATAC-Seq	16.2	202133	0.19	19179426	FALSE
PB1006_mDC_RepB	FACS isolated primary cell	Peripheral blood mononuclear cells	Corces_2018_Science	30361341	SRR7866360	NA	PB1006	female	mDC	mDC	Unperturbed	DC Myeloid	CD11c+HLA-DR+	PB1006_mDC	mDC	B	ATAC-Seq	17.4	160640	0.15	17307578	FALSE
PB1006_pDC_RepA	FACS isolated primary cell	Peripheral blood mononuclear cells	Corces_2018_Science	30361341	SRR7866361	NA	PB1006	female	pDC	pDC	Unperturbed	DC Lymphoid	CD123+	PB1006_pDC	pDC	A	ATAC-Seq	14.6	198753	0.09	7939242	FALSE
PB1006_pDC_RepB	FACS isolated primary cell	Peripheral blood mononuclear cells	Corces_2018_Science	30361341	SRR7866362	NA	PB1006	female	pDC	pDC	Unperturbed	DC Lymphoid	CD123+	PB1006_pDC	pDC	B	ATAC-Seq	10	237566	0.1	15442600	FALSE
Donor1_Neutrophil_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909976	NA	Donor1	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor1_Neutrophil	Neutrophil	rep1	ATAC-Seq	2.8	201999	0.12	17992097	FALSE
Donor1_Neutrophil_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909965	NA	Donor1	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor1_Neutrophil	Neutrophil	rep2	ATAC-Seq	3.1	165701	0.11	16841637	FALSE
Donor2_Neutrophil_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909962	NA	Donor2	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor2_Neutrophil	Neutrophil	rep1	ATAC-Seq	2.5	293410	0.14	30753361	FALSE
Donor2_Neutrophil_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909961	NA	Donor2	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor2_Neutrophil	Neutrophil	rep2	ATAC-Seq	2.5	257087	0.13	29004542	FALSE
Donor3_Neutrophil_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909942	NA	Donor3	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor3_Neutrophil	Neutrophil	rep1	ATAC-Seq	7.2	389496	0.25	29871796	FALSE
Donor3_Neutrophil_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909941	NA	Donor3	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor3_Neutrophil	Neutrophil	rep2	ATAC-Seq	8.2	405665	0.27	29748240	TRUE
Donor4_Neutrophil_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909927	NA	Donor4	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor4_Neutrophil	Neutrophil	rep1	ATAC-Seq	4.6	280167	0.16	35544816	FALSE
Donor4_Neutrophil_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909926	NA	Donor4	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor4_Neutrophil	Neutrophil	rep2	ATAC-Seq	5.3	270798	0.16	27269790	FALSE
Donor1_Stimulated_Neutrophil_BGP_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909988	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: β-glucan peptide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep1	ATAC-Seq	4.1	263330	0.18	11943554	FALSE
Donor1_Stimulated_Neutrophil_BGP_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909987	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: β-glucan peptide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep2	ATAC-Seq	4.6	160722	0.13	9654441	FALSE
Donor2_Stimulated_Neutrophil_BGP_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909964	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: β-glucan peptide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep1	ATAC-Seq	4.3	512396	0.3	15123195	FALSE
Donor2_Stimulated_Neutrophil_BGP_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909963	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: β-glucan peptide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep2	ATAC-Seq	4.4	205760	0.15	16357402	FALSE
Donor3_Stimulated_Neutrophil_BGP_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909945	NA	Donor3	female	Neutrophil	Activated Neutrophil	Activated: β-glucan peptide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep1	ATAC-Seq	5.5	332487	0.23	18944844	TRUE
Donor3_Stimulated_Neutrophil_BGP_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909944	NA	Donor3	female	Neutrophil	Activated Neutrophil	Activated: β-glucan peptide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep2	ATAC-Seq	5.3	296836	0.21	17867176	FALSE
Donor4_Stimulated_Neutrophil_BGP_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909929	NA	Donor4	female	Neutrophil	Activated Neutrophil	Activated: β-glucan peptide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep1	ATAC-Seq	3.1	259817	0.2	9972729	FALSE
Donor4_Stimulated_Neutrophil_BGP_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909928	NA	Donor4	female	Neutrophil	Activated Neutrophil	Activated: β-glucan peptide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep2	ATAC-Seq	4.9	300906	0.26	9859859	FALSE
Donor1_Stimulated_Neutrophil_FLAG_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909954	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: Flagellin 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep1	ATAC-Seq	5.8	276058	0.15	30286237	FALSE
Donor1_Stimulated_Neutrophil_FLAG_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909943	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: Flagellin 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep2	ATAC-Seq	7	211807	0.12	47790734	FALSE
Donor2_Stimulated_Neutrophil_FLAG_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909960	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: Flagellin 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep1	ATAC-Seq	2.9	555176	0.31	15305726	FALSE
Donor2_Stimulated_Neutrophil_FLAG_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909959	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: Flagellin 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep2	ATAC-Seq	3	198841	0.14	16636674	FALSE
Donor3_Stimulated_Neutrophil_FLAG_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909940	NA	Donor3	female	Neutrophil	Activated Neutrophil	Activated: Flagellin 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep1	ATAC-Seq	7.4	215286	0.14	34633566	FALSE
Donor3_Stimulated_Neutrophil_FLAG_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909939	NA	Donor3	female	Neutrophil	Activated Neutrophil	Activated: Flagellin 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep2	ATAC-Seq	9.2	444173	0.27	32537283	TRUE
Donor4_Stimulated_Neutrophil_FLAG_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909925	NA	Donor4	female	Neutrophil	Activated Neutrophil	Activated: Flagellin 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep1	ATAC-Seq	5.6	205568	0.13	33263367	FALSE
Donor4_Stimulated_Neutrophil_FLAG_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909924	NA	Donor4	female	Neutrophil	Activated Neutrophil	Activated: Flagellin 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep2	ATAC-Seq	5	431959	0.22	40824940	FALSE
Donor1_Stimulated_Neutrophil_HMGB1_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909932	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: HMGB1 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_HMGB1	Activated_Neutrophil_HMGB1	rep1	ATAC-Seq	6	344753	0.16	71515855	FALSE
Donor1_Stimulated_Neutrophil_HMGB1_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909921	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: HMGB1 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_HMGB1	Activated_Neutrophil_HMGB1	rep2	ATAC-Seq	6.8	355977	0.18	42916792	FALSE
Donor2_Stimulated_Neutrophil_HMGB1_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909958	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: HMGB1 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_HMGB1	Activated_Neutrophil_HMGB1	rep1	ATAC-Seq	3.9	272137	0.14	46100886	FALSE
Donor2_Stimulated_Neutrophil_HMGB1_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909957	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: HMGB1 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_HMGB1	Activated_Neutrophil_HMGB1	rep2	ATAC-Seq	2.9	445817	0.21	24528129	FALSE
Donor3_Stimulated_Neutrophil_HMGB1_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909938	NA	Donor3	female	Neutrophil	Activated Neutrophil	Activated: HMGB1 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_HMGB1	Activated_Neutrophil_HMGB1	rep1	ATAC-Seq	8.6	374034	0.23	39068381	TRUE
Donor3_Stimulated_Neutrophil_HMGB1_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909937	NA	Donor3	female	Neutrophil	Activated Neutrophil	Activated: HMGB1 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_HMGB1	Activated_Neutrophil_HMGB1	rep2	ATAC-Seq	6.2	228068	0.16	24590754	FALSE
Donor4_Stimulated_Neutrophil_HMGB1_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909923	NA	Donor4	female	Neutrophil	Activated Neutrophil	Activated: HMGB1 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_HMGB1	Activated_Neutrophil_HMGB1	rep1	ATAC-Seq	3.6	214963	0.12	25530818	FALSE
Donor4_Stimulated_Neutrophil_HMGB1_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909922	NA	Donor4	female	Neutrophil	Activated Neutrophil	Activated: HMGB1 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_HMGB1	Activated_Neutrophil_HMGB1	rep2	ATAC-Seq	5.3	369780	0.21	30209635	FALSE
Donor1_Stimulated_Neutrophil_LPS_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909914	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: Lipopolysaccharide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_LPS	Activated_Neutrophil_LPS	rep1	ATAC-Seq	1.6	186559	0.11	17820616	FALSE
Donor1_Stimulated_Neutrophil_LPS_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909913	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: Lipopolysaccharide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_LPS	Activated_Neutrophil_LPS	rep2	ATAC-Seq	1.8	162306	0.09	17494300	FALSE
Donor2_Stimulated_Neutrophil_LPS_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909956	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: Lipopolysaccharide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_LPS	Activated_Neutrophil_LPS	rep1	ATAC-Seq	3.4	282276	0.17	19332921	FALSE
Donor2_Stimulated_Neutrophil_LPS_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909955	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: Lipopolysaccharide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_LPS	Activated_Neutrophil_LPS	rep2	ATAC-Seq	3.4	327199	0.18	21092379	FALSE
Donor3_Stimulated_Neutrophil_LPS_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909936	NA	Donor3	female	Neutrophil	Activated Neutrophil	Activated: Lipopolysaccharide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_LPS	Activated_Neutrophil_LPS	rep1	ATAC-Seq	5.5	210325	0.15	23902807	FALSE
Donor3_Stimulated_Neutrophil_LPS_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909935	NA	Donor3	female	Neutrophil	Activated Neutrophil	Activated: Lipopolysaccharide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_LPS	Activated_Neutrophil_LPS	rep2	ATAC-Seq	6.1	431708	0.27	30419263	TRUE
Donor4_Stimulated_Neutrophil_LPS_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909920	NA	Donor4	female	Neutrophil	Activated Neutrophil	Activated: Lipopolysaccharide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_LPS	Activated_Neutrophil_LPS	rep1	ATAC-Seq	3.8	240914	0.14	25576007	FALSE
Donor4_Stimulated_Neutrophil_LPS_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909919	NA	Donor4	female	Neutrophil	Activated Neutrophil	Activated: Lipopolysaccharide 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_LPS	Activated_Neutrophil_LPS	rep2	ATAC-Seq	4.4	289901	0.16	27431308	FALSE
Donor1_Stimulated_Neutrophil_LTA_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909986	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: Lipotechoic acid 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_LTA	Activated_Neutrophil_LTA	rep1	ATAC-Seq	3.2	228366	0.13	19783532	FALSE
Donor1_Stimulated_Neutrophil_LTA_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909985	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: Lipotechoic acid 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_LTA	Activated_Neutrophil_LTA	rep2	ATAC-Seq	2.5	126526	0.08	16461476	FALSE
Donor2_Stimulated_Neutrophil_LTA_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909953	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: Lipotechoic acid 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_LTA	Activated_Neutrophil_LTA	rep1	ATAC-Seq	3.2	204111	0.14	16794648	FALSE
Donor2_Stimulated_Neutrophil_LTA_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909952	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: Lipotechoic acid 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_LTA	Activated_Neutrophil_LTA	rep2	ATAC-Seq	3	404265	0.22	21578473	FALSE
Donor3_Stimulated_Neutrophil_LTA_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909934	NA	Donor3	female	Neutrophil	Activated Neutrophil	Activated: Lipotechoic acid 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_LTA	Activated_Neutrophil_LTA	rep1	ATAC-Seq	6.1	275990	0.18	26726326	FALSE
Donor3_Stimulated_Neutrophil_LTA_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909933	NA	Donor3	female	Neutrophil	Activated Neutrophil	Activated: Lipotechoic acid 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_LTA	Activated_Neutrophil_LTA	rep2	ATAC-Seq	8.3	324063	0.23	27067793	TRUE
Donor4_Stimulated_Neutrophil_LTA_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909918	NA	Donor4	female	Neutrophil	Activated Neutrophil	Activated: Lipotechoic acid 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_LTA	Activated_Neutrophil_LTA	rep1	ATAC-Seq	4.5	308048	0.17	28082891	FALSE
Donor4_Stimulated_Neutrophil_LTA_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909917	NA	Donor4	female	Neutrophil	Activated Neutrophil	Activated: Lipotechoic acid 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_LTA	Activated_Neutrophil_LTA	rep2	ATAC-Seq	6.4	354419	0.2	39059761	FALSE
Donor1_Stimulated_Neutrophil_R848_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909984	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: R848 (resiquimod) 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_R848	Activated_Neutrophil_R848	rep1	ATAC-Seq	5.7	346932	0.18	24156666	FALSE
Donor1_Stimulated_Neutrophil_R848_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909983	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: R848 (resiquimod) 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_R848	Activated_Neutrophil_R848	rep2	ATAC-Seq	7.1	373647	0.24	14805543	FALSE
